Artikelnummer	Kurzbez.	Lagerware	Warengruppe	Warenuntergruppe	Langtext	Artikelhinweis	Abmessungen	Sockel	Lichtfarbe	Leistung	Lichtstrom	CRI	Anzahl LEDs	LED Typ	Abstrahlwinkel	Optik	Gehäuse	Farbe	Gewicht	Eingangsspannung	Powerfaktor	Schutzart	Betriebstemperatur	Luftfeuchtigkeit	Lifetime	Garantie	Zertifikate
17213	DLSL-V102-MOC/M-CLL040-930-M		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-930-M     LED Downlight SLIDE V102 CLL040 3000K Ra93 weiss Medium Beam		Ø102, BH158x219		3000K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17214	DLSL-V102-MOC/M-CLL040-835-M		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-835-M     LED Downlight SLIDE V102 CLL040 3500K Ra85 weiss Medium Beam		Ø102, BH158x219		3500K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17215	DLSL-V102-MOC/M-CLL040-935-M		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-935-M     LED Downlight SLIDE V102 CLL040 3500K Ra93 weiss Medium Beam		Ø102, BH158x219		3500K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17216	DLSL-V102-MOC/M-CLL040-840-M		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-840-M     LED Downlight SLIDE V102 CLL040 4000K Ra85 weiss Medium Beam		Ø102, BH158x219		4000K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17217	DLSL-V102-MOC/M-CLL040-940-M		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-940-M     LED Downlight SLIDE V102 CLL040 4000K Ra93 weiss Medium Beam		Ø102, BH158x219		4000K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17218	DLSL-V102-MOC/M-CLL040-850-M		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-850-M     LED Downlight SLIDE V102 CLL040 5000K Ra85 weiss Medium Beam		Ø102, BH158x219		5000K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17220	DLSL-V102-MOC/M-CLL040-827-F		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-827-F     LED Downlight SLIDE V102 CLL040 2700K Ra85 weiss Flood Beam		Ø102, BH158x219		2700K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17221	DLSL-V102-MOC/M-CLL040-927-F		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-927-F     LED Downlight SLIDE V102 CLL040 2700K Ra93 weiss Flood Beam		Ø102, BH158x219		2700K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17222	DLSL-V102-MOC/M-CLL040-830-F		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-830-F     LED Downlight SLIDE V102 CLL040 3000K Ra85 weiss Flood Beam		Ø102, BH158x219		3000K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17223	DLSL-V102-MOC/M-CLL040-930-F		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-930-F     LED Downlight SLIDE V102 CLL040 3000K Ra93 weiss Flood Beam		Ø102, BH158x219		3000K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17224	DLSL-V102-MOC/M-CLL040-835-F		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-835-F     LED Downlight SLIDE V102 CLL040 3500K Ra85 weiss Flood Beam		Ø102, BH158x219		3500K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17225	DLSL-V102-MOC/M-CLL040-935-F		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-935-F     LED Downlight SLIDE V102 CLL040 3500K Ra93 weiss Flood Beam		Ø102, BH158x219		3500K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17226	DLSL-V102-MOC/M-CLL040-840-F		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-840-F     LED Downlight SLIDE V102 CLL040 4000K Ra85 weiss Flood Beam		Ø102, BH158x219		4000K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17227	DLSL-V102-MOC/M-CLL040-940-F		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-940-F     LED Downlight SLIDE V102 CLL040 4000K Ra93 weiss Flood Beam		Ø102, BH158x219		4000K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17228	DLSL-V102-MOC/M-CLL040-850-F		LED Downlights	LED Downlights SLIDE	DLSL-V102-MOC/M-CLL040-850-F     LED Downlight SLIDE V102 CLL040 5000K Ra85 weiss Flood Beam		Ø102, BH158x219		5000K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	950	110-240 VAC / 50-60 Hz	0,95	IP20		0,9	45000	60 Mon.	ENEC pending, CE, RoHS
17500	DLRD-R140-DISC800-827		LED Downlights	LED Downlights READY	DLRD-R140-DISC800-827     LED Downlight READY R140 PHILIPS FORTIMO DISC 800 2700K Ra80 weiss 50° Beam		Ø140, ØDA130, ET84		2700K	14	800	80	1	PHILIPS FORTIMO DISC 800	50°	clear	Aluminiumdruckguss	weiss	500	220-230 VAC / 50 Hz	0,9	IP44	-30° bis +45° C	0,9	25000	60 Mon.	ENEC, CE
17520	DLRD-R160-DLMI1100-830		LED Downlights	LED Downlights READY	DLRD-R160-DLMI1100-830     LED Downlight READY R160 PHILIPS FORTIMO DLM-I 1100 3000K Ra80 weiss 50° Beam		Ø160, ØDA155, ET112		3000K	15	1100	80	1	PHILIPS FORTIMO DLM-I 1100	50°	clear	Aluminiumdruckguss	weiss	800	220-230 VAC / 50 Hz	0,9	IP44	-30° bis +45° C	0,9	25000	60 Mon.	ENEC, CE
17540	DLRD-R190-DLMI2000-830		LED Downlights	LED Downlights READY	DLRD-R190-DLMI2000-830     LED Downlight READY R190 PHILIPS FORTIMO DLM-I 2000 3000K Ra80 weiss 45° Beam		Ø190, ØDA185, ET120		3000K	29	2000	80	1	PHILIPS FORTIMO DLM-I 2000	45°	clear	Aluminiumdruckguss	weiss	950	220-230 VAC / 50 Hz	0,9	IP44	-30° bis +45° C	0,9	25000	60 Mon.	ENEC, CE
17541	DLRD-R190-DLMI2000-840		LED Downlights	LED Downlights READY	DLRD-R190-DLMI2000-840     LED Downlight READY R190 PHILIPS FORTIMO DLM-I 2000 4000K Ra80 weiss 45° Beam		Ø190, ØDA185, ET120		4000K	28	2000	80	1	PHILIPS FORTIMO DLM-I 2000	45°	clear	Aluminiumdruckguss	weiss	950	220-230 VAC / 50 Hz	0,9	IP44	-30° bis +45° C	0,9	25000	60 Mon.	ENEC, CE
18020	A4-S2-40/8HPD		LED Flächenstrahler	LED Flächenstrahler A4	A4-S2-40/8HPD     LED Flächenstrahler A4-S2 4000K 76W Ra82 Aluminiumdruckguss clear 120° 				4000K	76		82	252	SSC STW8Q14C	120°	clear	Aluminiumdruckguss	silber	6400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
18024	A4-S2-60/8HPD		LED Flächenstrahler	LED Flächenstrahler A4	A4-S2-60/8HPD     LED Flächenstrahler A4-S2 6000K 76W Ra82 Aluminiumdruckguss clear 120° 				6000K	76		82	252	SSC STW8Q14C	120°	clear	Aluminiumdruckguss	silber	6400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
18106	A4-S2H-40/8HPD		LED Flächenstrahler	LED Flächenstrahler A4	A4-S2H-40/8HPD     LED Flächenstrahler A4-S2H 4000K 103W Ra82 Aluminiumdruckguss clear 120° dimmbar mit 0-10V		L405 B308		4000K	103	10500	82	297	SSC STW8Q14C	120°	clear	Aluminiumdruckguss	silber	6400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
18107	A4-S2H-60/8HPD		LED Flächenstrahler	LED Flächenstrahler A4	A4-S2H-60/8HPD     LED Flächenstrahler A4-S2H 6000K 103W Ra82 Aluminiumdruckguss clear 120° dimmbar mit 0-10V		L405 B308		6000K	103	10600	82	297	SSC STW8Q14C	120°	clear	Aluminiumdruckguss	silber	6400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
18112	A4-S2H-40/8HPDM		LED Flächenstrahler	LED Flächenstrahler A4	A4-S2H-40/8HPDM     LED Flächenstrahler A4-S2H 4000K 103W Ra82 Aluminiumdruckguss milky 120° dimmbar mit 0-10V		L405 B308		4000K	103	9400	82	297	SSC STW8Q14C	120°	milky	Aluminiumdruckguss	silber	6400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
18113	A4-S2H-60/8HPDM		LED Flächenstrahler	LED Flächenstrahler A4	A4-S2H-60/8HPDM     LED Flächenstrahler A4-S2H 6000K 103W Ra82 Aluminiumdruckguss milky 120° dimmbar mit 0-10V		L405 B308		6000K	103	9500	82	297	SSC STW8Q14C	120°	milky	Aluminiumdruckguss	silber	6400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
18164	R4-100-S2-40D		LED Flächenstrahler	LED Flächenstrahler R4	R4-100-S2-40D     LED Flächenstrahler R4-100-S2 4000K 100W Ra80 Aluminiumdruckguss clear 120° dimmbar mit 0-10V		Ø405 H220		4000K	100	10000	80	312	SSC STW8Q14C	120°	clear	Aluminiumdruckguss	silber	8400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
18165	R4-100-S2-40DM		LED Flächenstrahler	LED Flächenstrahler R4	R4-100-S2-40DM     LED Flächenstrahler R4-100-S2 4000K 100W Ra80 Aluminiumdruckguss milky 120° dimmbar mit 0-10V		Ø405 H220		4000K	100	9500	80	312	SSC STW8Q14C	120°	milky	Aluminiumdruckguss	silber	8400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
18166	R4-100-S2-60D		LED Flächenstrahler	LED Flächenstrahler R4	R4-100-S2-60D     LED Flächenstrahler R4-100-S2 6000K 100W Ra80 Aluminiumdruckguss clear 120° dimmbar mit 0-10V		Ø405 H220		6000K	100	10000	80	312	SSC STW8Q14C	120°	clear	Aluminiumdruckguss	silber	8400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
18167	R4-100-S2-60DM		LED Flächenstrahler	LED Flächenstrahler R4	R4-100-S2-60DM     LED Flächenstrahler R4-100-S2 6000K 100W Ra80 Aluminiumdruckguss milky 120° dimmbar mit 0-10V		Ø405 H220		6000K	100	9500	80	312	SSC STW8Q14C	120°	milky	Aluminiumdruckguss	silber	8400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
18170	R4-150-S2-40D		LED Flächenstrahler	LED Flächenstrahler R4	R4-150-S2-40D     LED Flächenstrahler R4-150-S2 4000K 150W Ra80 Aluminiumdruckguss clear 120° dimmbar mit 0-10V		Ø405 H220		4000K	150	15000	80	480	SSC STW8Q14C	120°	clear	Aluminiumdruckguss	silber	8400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
18171	R4-150-S2-40DM		LED Flächenstrahler	LED Flächenstrahler R4	R4-150-S2-40DM     LED Flächenstrahler R4-150-S2 4000K 150W Ra80 Aluminiumdruckguss milky 120° dimmbar mit 0-10V		Ø405 H220		4000K	150	14000	80	480	SSC STW8Q14C	120°	milky	Aluminiumdruckguss	silber	8400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
18172	R4-150-S2-60D		LED Flächenstrahler	LED Flächenstrahler R4	R4-150-S2-60D     LED Flächenstrahler R4-150-S2 6000K 150W Ra80 Aluminiumdruckguss clear 120° dimmbar mit 0-10V		Ø405 H220		6000K	150	15000	80	480	SSC STW8Q14C	120°	clear	Aluminiumdruckguss	silber	8400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
18173	R4-150-S2-60DM		LED Flächenstrahler	LED Flächenstrahler R4	R4-150-S2-60DM     LED Flächenstrahler R4-150-S2 6000K 150W Ra80 Aluminiumdruckguss milky 120° dimmbar mit 0-10V		Ø405 H220		6000K	150	14000	80	480	SSC STW8Q14C	120°	milky	Aluminiumdruckguss	silber	8400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
18211	A4-Z5-30/30D		LED Flächenstrahler	LED Flächenstrahler A4	A4-Z5-30/30D     LED Flächenstrahler A4-Z5 3000K 103W Ra80 Aluminiumdruckguss clear 30° dimmbar mit 0-10V		L400 B300		3000K	103	7500	80	88	SSC Z5M	30°	clear	Aluminiumdruckguss	silber	6400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
18213	A4-Z5-30/50D		LED Flächenstrahler	LED Flächenstrahler A4	A4-Z5-30/50D     LED Flächenstrahler A4-Z5 3000K 103W Ra80 Aluminiumdruckguss clear 50° dimmbar mit 0-10V		L400 B300		3000K	103	7500	80	88	SSC Z5M	50°	clear	Aluminiumdruckguss	silber	6400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
18215	A4-Z5-60/30D		LED Flächenstrahler	LED Flächenstrahler A4	A4-Z5-60/30D     LED Flächenstrahler A4-Z5 6000K 103W Ra70 Aluminiumdruckguss clear 30° dimmbar mit 0-10V		L400 B300		6000K	103	8700	70	88	SSC Z5M	30°	clear	Aluminiumdruckguss	silber	6400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
18217	A4-Z5-60/50D		LED Flächenstrahler	LED Flächenstrahler A4	A4-Z5-60/50D     LED Flächenstrahler A4-Z5 6000K 103W Ra70 Aluminiumdruckguss clear 50° dimmbar mit 0-10V		L400 B300		6000K	103	8700	70	88	SSC Z5M	50°	clear	Aluminiumdruckguss	silber	6400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
18259	R4-Z5-30/30D		LED Flächenstrahler	LED Flächenstrahler R4	R4-Z5-30/30D     LED Flächenstrahler R4-Z5 3000K 150W Ra80 Aluminiumdruckguss clear 30° dimmbar mit 0-10V		Ø405 H220		3000K	150	10900	80	96	SSC Z5M	30°	clear	Aluminiumdruckguss	silber	8400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
18261	R4-Z5-60/30D		LED Flächenstrahler	LED Flächenstrahler R4	R4-Z5-60/30D     LED Flächenstrahler R4-Z5 6000K 150W Ra70 Aluminiumdruckguss clear 30° dimmbar mit 0-10V		Ø405 H220		6000K	150	13200	70	96	SSC Z5M	30°	clear	Aluminiumdruckguss	silber	8400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
18271	R4-Z5-30/60D		LED Flächenstrahler	LED Flächenstrahler R4	R4-Z5-30/60D     LED Flächenstrahler R4-Z5 3000K 150W Ra80 Aluminiumdruckguss clear 60° dimmbar mit 0-10V		Ø405 H220		3000K	150	10900	80	96	SSC Z5M	60°	clear	Aluminiumdruckguss	silber	8400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
18273	R4-Z5-60/60D		LED Flächenstrahler	LED Flächenstrahler R4	R4-Z5-60/60D     LED Flächenstrahler R4-Z5 6000K 150W Ra70 Aluminiumdruckguss clear 60° dimmbar mit 0-10V		Ø405 H220		6000K	150	13200	70	96	SSC Z5M	60°	clear	Aluminiumdruckguss	silber	8400	90-305 VAC, 47-63 Hz / 127-431 VDC	0,95	IP65	-30° - +50° C	0,9	50000	60 Mon.	TÜV, CE, FCC, RoHS
19001	JET-15-350-IS20	*	LED Zubehör	LED Treiber	JET-15-350-IS20     abalight LED Treiber JET, max. 15 W, 350 mA, Herst. Bez. LCI 015/350 E020		L165 B43 H30			15							Kunststoff	weiss			0,91	IP20				60 Mon.	ENEC
19003	JET-30-700-IS20	*	LED Zubehör	LED Treiber	JET-30-700-IS20     abalight LED Treiber JET, max. 30 W, 700 mA, Herst. Bez. LCI 030/700 E020		L165 B43 H30			30							Kunststoff	weiss			0,96	IP20				60 Mon.	ENEC
19005	JET-50A-1050-IC20-DPV	*	LED Zubehör	LED Treiber	JET-50A-1050-IC20-DPV     abalight LED Treiber JET, einstellbar, max. 50 W, max. 1050 mA, DALI, PUSH, 0-10V, notstromfähig, Herst. Bez. DC Maxi Jolly DALI		L125 B79 H22			50							Kunststoff	weiss	150		0,95	IP20				60 Mon.	ENEC
19007	JET-50-1400-IC20	*	LED Zubehör	LED Treiber	JET-50-1400-IC20     abalight LED Treiber JET, max. 50W, 1400 mA, notstromfähig, Herst. Bez. LCI 055/1400 T020		L160 B82 H34			50							Kunststoff	schwarz			0,95	IP20				60 Mon.	ENEC
19009	JET-60-1400-IS67-V	*	LED Zubehör	LED Treiber	JET-60-1400-IS67-V     abalight LED Treiber JET, max. 60 W, 1400 mA, 0-10V, IP67, notstromfähig, Herst. Bez. HLG-60H-42B		L171 B62 H37			60							Aluminium	silber			0,95	IP67				60 Mon.	TÜV UL
19010	JET-60A-1700-IC20-DPV	*	LED Zubehör	LED Treiber	JET-60A-1700-IC20-DPV     abalight LED Treiber JET, einstellbar, max. 60 W, max. 1700 mA, DALI, 0-10V, PUSH, notstromfähig, Der Treiber ist auf 1700 mA voreingestellt. Bitte stellen Sie den Treiber auf die benötigte Stromstärke ein!	Der Treiber ist auf 1700 mA voreingestellt. Bitte stellen Sie den Treiber auf die benötigte Stromstärke ein!	L170 B100 H30			60							Kunststoff	weiss			0,92	IP20				60 Mon.	ENEC
19019	JET-32A-700-IC20	*	LED Zubehör	LED Treiber	JET-32A-700-IC20     abalight LED Treiber JET, einstellbar, max. 32 W, max. 700 mA, Herst. Bez. MP 32 K2		L103 B67 H21			32							Kunststoff	schwarz	110		0,98	IP20				60 Mon.	CE, ENEC pending
19020	JET-50A-1050-IC20	*	LED Zubehör	LED Treiber	JET-50A-1050-IC20     abalight LED Treiber JET, einstellbar, max. 50 W, max. 1050 mA, Herst. Bez. MP 50 K3		L124,5 B79 H22			50							Kunststoff	schwarz	150		0,95	IP20				60 Mon.	CE, ENEC pending
19021	JET-32A-700-IC20-DPV	*	LED Zubehör	LED Treiber	JET-32A-700-IC20-DPV     abalight LED Treiber JET, einstellbar, max. 32 W, max. 700 mA, DALI, PUSH, 0-10V, notstromfähig, Herst. Bez. DC Jolly DALI		L103 B67 H21			32							Kunststoff	weiss	110		0,9	IP20				60 Mon.	ENEC
19027	JET-60-1700-IS67-V	*	LED Zubehör	LED Treiber	JET-60-1700-IS67-V, abalight LED Treiber JET, max. 60 W, 1700 mA, 0-10V, IP67, notstromfähig, Herst. Bez. HLG-60H-36B		L150 B60 H36			60							Aluminium	silber	666		0,95	IP67	ta 60 °C / tc 80 °C			60 Mon.	CE, TÜV
19030	JET-12-250-IC20	*	LED Zubehör	LED Treiber	JET-12-250-IC20, abalight LED Treiber JET, max. 12 Watt, 250 mA, Herst. Bez. L05020		L99 B39 H23,5			12							Kunststoff	grau	70		0,9	IP20	ta -20 bis 50 °C / tc 85 °C			60 Mon.	CE, ENEC, KEMA
19031	JET-20A-2x250-IC20-PV	*	LED Zubehör	LED Treiber	JET-20A-2x250-IC20-PV, abalight LED Treiber JET, einstellbar, max. 20 Watt, zweikanalig, 2x 110-250 mA, 0-10V, Pulse switch, Herst. Bez. L05016Ci		L110 B52 H24			20							Kunststoff	grau	105		0,9	IP20	ta -20 bis 50 °C / tc 85 °C			60 Mon.	CE, ENEC, KEMA
