Artikelnummer	Kurzbez.	Lagerware	Warengruppe	Warenuntergruppe	Langtext	Artikelhinweis	Abmessungen	Sockel	Lichtfarbe	Leistung	Lichtstrom	CRI	Anzahl LEDs	LED Typ	Abstrahlwinkel	Optik	Gehäuse	Farbe	Gewicht	Eingangsspannung	Powerfaktor	Schutzart	Betriebstemperatur	Luftfeuchtigkeit	Lifetime	Garantie	Zertifikate
15103	EL-380-S-60/8		LED Endlostubes	LED Endlostubes 380	EL-380-S-60/8     LED Endlostube 380 6000K 3W Ra80 Alu/PC clear		L380 B18,1 H12,6		6000K	3	310	80	48	SMD 0,06W	120°	clear	Alu/PC		115							60 Mon.	
15200	EL-605-S-27/9		LED Endlostubes	LED Endlostubes 605	EL-605-S-27/9     LED Endlostube 605 2700K 4,7W Ra90 Alu/PC clear		L605 B18,1 H12,6		2700K	4,7	500	90	78	SMD 0,06W	120°	clear	Alu/PC									60 Mon.	
15201	EL-605-S-40/8		LED Endlostubes	LED Endlostubes 605	EL-605-S-40/8     LED Endlostube 605 4000K 4,7W Ra80 Alu/PC clear		L605 B18,1 H12,6		4000K	4,7	510	80	78	SMD 0,06W	120°	clear	Alu/PC									60 Mon.	
15202	EL-605-S-40/9		LED Endlostubes	LED Endlostubes 605	EL-605-S-40/9     LED Endlostube 605 4000K 4,7W Ra90 Alu/PC clear		L605 B18,1 H12,6		4000K	4,7	500	90	78	SMD 0,06W	120°	clear	Alu/PC									60 Mon.	
15203	EL-605-S-60/8		LED Endlostubes	LED Endlostubes 605	EL-605-S-60/8     LED Endlostube 605 6000K 4,7W Ra80 Alu/PC clear		L605 B18,1 H12,6		6000K	4,7	580	80	78	SMD 0,06W	120°	clear	Alu/PC									60 Mon.	
15300	EL-1000-S-27/9	*	LED Endlostubes	LED Endlostubes 1000	EL-1000-S-27/9     LED Endlostube 1000 2700K 7,2W Ra90 Alu/PC clear		L1000 B18,1 H12,6		2700K	7,2	750	90	120	SMD 0,06W	120°	clear	Alu/PC		195							60 Mon.	
15301	EL-1000-S-40/8	*	LED Endlostubes	LED Endlostubes 1000	EL-1000-S-40/8     LED Endlostube 1000 4000K 7,2W Ra80 Alu/PC clear		L1000 B18,1 H12,6		4000K	7,2	770	80	120	SMD 0,06W	120°	clear	Alu/PC		195							60 Mon.	
15302	EL-1000-S-40/9		LED Endlostubes	LED Endlostubes 1000	EL-1000-S-40/9     LED Endlostube 1000 4000K 7,2W Ra90 Alu/PC clear		L1000 B18,1 H12,6		4000K	7,2	750	90	120	SMD 0,06W	120°	clear	Alu/PC		195							60 Mon.	
15303	EL-1000-S-60/8		LED Endlostubes	LED Endlostubes 1000	EL-1000-S-60/8     LED Endlostube 1000 6000K 7,2W Ra80 Alu/PC clear		L1000 B18,1 H12,6		6000K	7,2	860	80	120	SMD 0,06W	120°	clear	Alu/PC		195							60 Mon.	
15400	EL-1200-S-27/9	*	LED Endlostubes	LED Endlostubes 1200	EL-1200-S-27/9     LED Endlostube 1200 2700K 9W Ra90 Alu/PC clear		L1200 B18,1 H12,6		2700K	9	900	90	150	SMD 0,06W	120°	clear	Alu/PC		225							60 Mon.	
15401	EL-1200-S-40/8	*	LED Endlostubes	LED Endlostubes 1200	EL-1200-S-40/8     LED Endlostube 1200 4000K 9W Ra80 Alu/PC clear		L1200 B18,1 H12,6		4000K	9	940	80	150	SMD 0,06W	120°	clear	Alu/PC		225							60 Mon.	
15402	EL-1200-S-40/9		LED Endlostubes	LED Endlostubes 1200	EL-1200-S-40/9     LED Endlostube 1200 4000K 9W Ra90 Alu/PC clear		L1200 B18,1 H12,6		4000K	9	900	90	150	SMD 0,06W	120°	clear	Alu/PC		225							60 Mon.	
15403	EL-1200-S-60/8		LED Endlostubes	LED Endlostubes 1200	EL-1200-S-60/8     LED Endlostube 1200 6000K 9W Ra80 Alu/PC clear		L1200 B18,1 H12,6		6000K	9	980	80	150	SMD 0,06W	120°	clear	Alu/PC		225							60 Mon.	
15900	JET-KG30	*	LED Endlostubes	Zubehör LED Endlostubes	LED Treiber für Endlostube KG 24V 30W		L175 B60 H35			30							Kunststoff	weiss								60 Mon.	
15901	JET-MW60	*	LED Endlostubes	Zubehör LED Endlostubes	LED Treiber für Endlostube MW 24V 60W		L175 B60 H35			60							Kunststoff	weiss								60 Mon.	
15902	Verbindungskabel 20 für LED Endlostubes	*	LED Endlostubes	Zubehör LED Endlostubes	Verbindungskabel für LED Endlostubes 20 cm																					60 Mon.	
15903	Verbindungskabel 50 für LED Endlostubes		LED Endlostubes	Zubehör LED Endlostubes	Verbindungskabel für LED Endlostubes 50 cm																					60 Mon.	
15904	Verbindungskabel 100 für LED Endlostubes		LED Endlostubes	Zubehör LED Endlostubes	Verbindungskabel für LED Endlostubes 100 cm																					60 Mon.	
15906	Befestigungsprofil für LED Endlostubes		LED Endlostubes	Zubehör LED Endlostubes	Befestigungsprofil für LED Endlostubes																					60 Mon.	
15907	Winkelstück für LED Endlostubes		LED Endlostubes	Zubehör LED Endlostubes	Winkelstück für LED Endlostubes																					60 Mon.	
16102	DLSM-120-CLL030-827-N		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-827-N     LED Downlight SMART 120 CLL030 2700K Ra85 weiss Narrow Beam		Ø120, ØDA115, ET70		2700K	15		85	1	CLL030	Narrow	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16103	DLSM-120-CLL030-827-M		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-827-M     LED Downlight SMART 120 CLL030 2700K Ra85 weiss Medium Beam		Ø120, ØDA115, ET70		2700K	15		85	1	CLL030	Medium	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16104	DLSM-120-CLL030-827-F		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-827-F     LED Downlight SMART 120 CLL030 2700K Ra85 weiss Flood Beam		Ø120, ØDA115, ET70		2700K	15		85	1	CLL030	Flood	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16105	DLSM-120-CLL030-827-W		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-827-W     LED Downlight SMART 120 CLL030 2700K Ra85 weiss Wide Beam		Ø120, ØDA115, ET70		2700K	15		85	1	CLL030	Wide	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16106	DLSM-120-CLL030-927-N		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-927-N     LED Downlight SMART 120 CLL030 2700K Ra93 weiss Narrow Beam		Ø120, ØDA115, ET70		2700K	15		93	1	CLL030	Narrow	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16107	DLSM-120-CLL030-927-M		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-927-M     LED Downlight SMART 120 CLL030 2700K Ra93 weiss Medium Beam		Ø120, ØDA115, ET70		2700K	15		93	1	CLL030	Medium	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16108	DLSM-120-CLL030-927-F		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-927-F     LED Downlight SMART 120 CLL030 2700K Ra93 weiss Flood Beam		Ø120, ØDA115, ET70		2700K	15		93	1	CLL030	Flood	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16109	DLSM-120-CLL030-927-W		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-927-W     LED Downlight SMART 120 CLL030 2700K Ra93 weiss Wide Beam		Ø120, ØDA115, ET70		2700K	15		93	1	CLL030	Wide	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16110	DLSM-120-CLL030-830-N		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-830-N     LED Downlight SMART 120 CLL030 3000K Ra85 weiss Narrow Beam		Ø120, ØDA115, ET70		3000K	15		85	1	CLL030	Narrow	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16111	DLSM-120-CLL030-830-M		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-830-M     LED Downlight SMART 120 CLL030 3000K Ra85 weiss Medium Beam		Ø120, ØDA115, ET70		3000K	15		85	1	CLL030	Medium	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16112	DLSM-120-CLL030-830-F		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-830-F     LED Downlight SMART 120 CLL030 3000K Ra85 weiss Flood Beam		Ø120, ØDA115, ET70		3000K	15		85	1	CLL030	Flood	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16113	DLSM-120-CLL030-830-W		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-830-W     LED Downlight SMART 120 CLL030 3000K Ra85 weiss Wide Beam		Ø120, ØDA115, ET70		3000K	15		85	1	CLL030	Wide	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16114	DLSM-120-CLL030-930-N		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-930-N     LED Downlight SMART 120 CLL030 3000K Ra93 weiss Narrow Beam		Ø120, ØDA115, ET70		3000K	15		93	1	CLL030	Narrow	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16115	DLSM-120-CLL030-930-M		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-930-M     LED Downlight SMART 120 CLL030 3000K Ra93 weiss Medium Beam		Ø120, ØDA115, ET70		3000K	15		93	1	CLL030	Medium	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16116	DLSM-120-CLL030-930-F		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-930-F     LED Downlight SMART 120 CLL030 3000K Ra93 weiss Flood Beam		Ø120, ØDA115, ET70		3000K	15		93	1	CLL030	Flood	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16117	DLSM-120-CLL030-930-W		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-930-W     LED Downlight SMART 120 CLL030 3000K Ra93 weiss Wide Beam		Ø120, ØDA115, ET70		3000K	15		93	1	CLL030	Wide	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16118	DLSM-120-CLL030-840-N		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-840-N     LED Downlight SMART 120 CLL030 4000K Ra85 weiss Narrow Beam		Ø120, ØDA115, ET70		4000K	15		85	1	CLL030	Narrow	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16119	DLSM-120-CLL030-840-M		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-840-M     LED Downlight SMART 120 CLL030 4000K Ra85 weiss Medium Beam		Ø120, ØDA115, ET70		4000K	15		85	1	CLL030	Medium	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16120	DLSM-120-CLL030-840-F		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-840-F     LED Downlight SMART 120 CLL030 4000K Ra85 weiss Flood Beam		Ø120, ØDA115, ET70		4000K	15		85	1	CLL030	Flood	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16121	DLSM-120-CLL030-840-W		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-840-W     LED Downlight SMART 120 CLL030 4000K Ra85 weiss Wide Beam		Ø120, ØDA115, ET70		4000K	15		85	1	CLL030	Wide	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16122	DLSM-120-CLL030-940-N		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-940-N     LED Downlight SMART 120 CLL030 4000K Ra93 weiss Narrow Beam		Ø120, ØDA115, ET70		4000K	15		93	1	CLL030	Narrow	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16123	DLSM-120-CLL030-940-M		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-940-M     LED Downlight SMART 120 CLL030 4000K Ra93 weiss Medium Beam		Ø120, ØDA115, ET70		4000K	15		93	1	CLL030	Medium	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16124	DLSM-120-CLL030-940-F		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-940-F     LED Downlight SMART 120 CLL030 4000K Ra93 weiss Flood Beam		Ø120, ØDA115, ET70		4000K	15		93	1	CLL030	Flood	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16125	DLSM-120-CLL030-940-W		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-940-W     LED Downlight SMART 120 CLL030 4000K Ra93 weiss Wide Beam		Ø120, ØDA115, ET70		4000K	15		93	1	CLL030	Wide	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16126	DLSM-120-CLL030-850-N		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-850-N     LED Downlight SMART 120 CLL030 5000K Ra85 weiss Narrow Beam		Ø120, ØDA115, ET70		5000K	15		85	1	CLL030	Narrow	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16127	DLSM-120-CLL030-850-M		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-850-M     LED Downlight SMART 120 CLL030 5000K Ra85 weiss Medium Beam		Ø120, ØDA115, ET70		5000K	15		85	1	CLL030	Medium	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16128	DLSM-120-CLL030-850-F		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-850-F     LED Downlight SMART 120 CLL030 5000K Ra85 weiss Flood Beam		Ø120, ØDA115, ET70		5000K	15		85	1	CLL030	Flood	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16129	DLSM-120-CLL030-850-W		LED Downlights	LED Downlights SMART	DLSM-120-CLL030-850-W     LED Downlight SMART 120 CLL030 5000K Ra85 weiss Wide Beam		Ø120, ØDA115, ET70		5000K	15		85	1	CLL030	Wide	clear	Aluminiumguss	weiss	303	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16201	DLSM-160-CLL040-827-M		LED Downlights	LED Downlights SMART	DLSM-160-CLL040-827-M     LED Downlight SMART 160 CLL040 2700K Ra85 weiss Medium Beam		Ø160, ØDA148, ET100		2700K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	580	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16202	DLSM-160-CLL040-827-F		LED Downlights	LED Downlights SMART	DLSM-160-CLL040-827-F     LED Downlight SMART 160 CLL040 2700K Ra85 weiss Flood Beam		Ø160, ØDA148, ET100		2700K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	580	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16204	DLSM-160-CLL040-927-M		LED Downlights	LED Downlights SMART	DLSM-160-CLL040-927-M     LED Downlight SMART 160 CLL040 2700K Ra93 weiss Medium Beam		Ø160, ØDA148, ET100		2700K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	580	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16205	DLSM-160-CLL040-927-F		LED Downlights	LED Downlights SMART	DLSM-160-CLL040-927-F     LED Downlight SMART 160 CLL040 2700K Ra93 weiss Flood Beam		Ø160, ØDA148, ET100		2700K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	580	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16207	DLSM-160-CLL040-830-M		LED Downlights	LED Downlights SMART	DLSM-160-CLL040-830-M     LED Downlight SMART 160 CLL040 3000K Ra85 weiss Medium Beam		Ø160, ØDA148, ET100		3000K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	580	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16208	DLSM-160-CLL040-830-F		LED Downlights	LED Downlights SMART	DLSM-160-CLL040-830-F     LED Downlight SMART 160 CLL040 3000K Ra85 weiss Flood Beam		Ø160, ØDA148, ET100		3000K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	580	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16210	DLSM-160-CLL040-930-M		LED Downlights	LED Downlights SMART	DLSM-160-CLL040-930-M     LED Downlight SMART 160 CLL040 3000K Ra93 weiss Medium Beam		Ø160, ØDA148, ET100		3000K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	580	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16211	DLSM-160-CLL040-930-F		LED Downlights	LED Downlights SMART	DLSM-160-CLL040-930-F     LED Downlight SMART 160 CLL040 3000K Ra93 weiss Flood Beam		Ø160, ØDA148, ET100		3000K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	580	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16213	DLSM-160-CLL040-840-M		LED Downlights	LED Downlights SMART	DLSM-160-CLL040-840-M     LED Downlight SMART 160 CLL040 4000K Ra85 weiss Medium Beam		Ø160, ØDA148, ET100		4000K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	580	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16214	DLSM-160-CLL040-840-F		LED Downlights	LED Downlights SMART	DLSM-160-CLL040-840-F     LED Downlight SMART 160 CLL040 4000K Ra85 weiss Flood Beam		Ø160, ØDA148, ET100		4000K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	580	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16216	DLSM-160-CLL040-940-M		LED Downlights	LED Downlights SMART	DLSM-160-CLL040-940-M     LED Downlight SMART 160 CLL040 4000K Ra93 weiss Medium Beam		Ø160, ØDA148, ET100		4000K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	580	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16217	DLSM-160-CLL040-940-F		LED Downlights	LED Downlights SMART	DLSM-160-CLL040-940-F     LED Downlight SMART 160 CLL040 4000K Ra93 weiss Flood Beam		Ø160, ØDA148, ET100		4000K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	580	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16219	DLSM-160-CLL040-850-M		LED Downlights	LED Downlights SMART	DLSM-160-CLL040-850-M     LED Downlight SMART 160 CLL040 5000K Ra85 weiss Medium Beam		Ø160, ØDA148, ET100		5000K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	580	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16220	DLSM-160-CLL040-850-F		LED Downlights	LED Downlights SMART	DLSM-160-CLL040-850-F     LED Downlight SMART 160 CLL040 5000K Ra85 weiss Flood Beam		Ø160, ØDA148, ET100		5000K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	580	max. 1050 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16222	DLSM-200-CLL040-827-M	*	LED Downlights	LED Downlights SMART	DLSM-200-CLL040-827-M     LED Downlight SMART 200 CLL040 2700K Ra85 weiss Medium Beam		Ø200, ØDA188, ET100		2700K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	780	max. 1400 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16223	DLSM-200-CLL040-827-F		LED Downlights	LED Downlights SMART	DLSM-200-CLL040-827-F     LED Downlight SMART 200 CLL040 2700K Ra85 weiss Flood Beam		Ø200, ØDA188, ET100		2700K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	780	max. 1400 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16225	DLSM-200-CLL040-927-M		LED Downlights	LED Downlights SMART	DLSM-200-CLL040-927-M     LED Downlight SMART 200 CLL040 2700K Ra93 weiss Medium Beam		Ø200, ØDA188, ET100		2700K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	780	max. 1400 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16226	DLSM-200-CLL040-927-F		LED Downlights	LED Downlights SMART	DLSM-200-CLL040-927-F     LED Downlight SMART 200 CLL040 2700K Ra93 weiss Flood Beam		Ø200, ØDA188, ET100		2700K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	780	max. 1400 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16228	DLSM-200-CLL040-830-M	*	LED Downlights	LED Downlights SMART	DLSM-200-CLL040-830-M     LED Downlight SMART 200 CLL040 3000K Ra85 weiss Medium Beam		Ø200, ØDA188, ET100		3000K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	780	max. 1400 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16229	DLSM-200-CLL040-830-F		LED Downlights	LED Downlights SMART	DLSM-200-CLL040-830-F     LED Downlight SMART 200 CLL040 3000K Ra85 weiss Flood Beam		Ø200, ØDA188, ET100		3000K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	780	max. 1400 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16231	DLSM-200-CLL040-930-M		LED Downlights	LED Downlights SMART	DLSM-200-CLL040-930-M     LED Downlight SMART 200 CLL040 3000K Ra93 weiss Medium Beam		Ø200, ØDA188, ET100		3000K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	780	max. 1400 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16232	DLSM-200-CLL040-930-F		LED Downlights	LED Downlights SMART	DLSM-200-CLL040-930-F     LED Downlight SMART 200 CLL040 3000K Ra93 weiss Flood Beam		Ø200, ØDA188, ET100		3000K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	780	max. 1400 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16234	DLSM-200-CLL040-840-M	*	LED Downlights	LED Downlights SMART	DLSM-200-CLL040-840-M     LED Downlight SMART 200 CLL040 4000K Ra85 weiss Medium Beam		Ø200, ØDA188, ET100		4000K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	780	max. 1400 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16235	DLSM-200-CLL040-840-F		LED Downlights	LED Downlights SMART	DLSM-200-CLL040-840-F     LED Downlight SMART 200 CLL040 4000K Ra85 weiss Flood Beam		Ø200, ØDA188, ET100		4000K			85	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	780	max. 1400 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16237	DLSM-200-CLL040-940-M		LED Downlights	LED Downlights SMART	DLSM-200-CLL040-940-M     LED Downlight SMART 200 CLL040 4000K Ra93 weiss Medium Beam		Ø200, ØDA188, ET100		4000K			93	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	780	max. 1400 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16238	DLSM-200-CLL040-940-F		LED Downlights	LED Downlights SMART	DLSM-200-CLL040-940-F     LED Downlight SMART 200 CLL040 4000K Ra93 weiss Flood Beam		Ø200, ØDA188, ET100		4000K			93	1	CLL040	Flood	clear	Aluminiumdruckguss	weiss	780	max. 1400 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
16240	DLSM-200-CLL040-850-M		LED Downlights	LED Downlights SMART	DLSM-200-CLL040-850-M     LED Downlight SMART 200 CLL040 5000K Ra85 weiss Medium Beam		Ø200, ØDA188, ET100		5000K			85	1	CLL040	Medium	clear	Aluminiumdruckguss	weiss	780	max. 1400 mA / 36-40 VDC	0,91	IP44	-30° bis +45° C	0,9	45000	60 Mon.	ENEC pending, CE, RoHS
